index,area,city
15153,Katkaira ,77
15154,Kaup ,77
15155,Kawara ,77
15156,Kayamnagar ,77
15157,Kesari ,77
15158,Kesath ,77
15159,Kesawan ,77
15160,Keshopur ,78
15161,Khajuria ,77
15162,Khandricha ,78
15163,Khangaon ,77
15164,Khanita ,78
15165,Kharahatand ,78
15166,Khirauli ,78
15167,Khiri ,78
15168,Khocharia ,78
15169,Khopira ,77
15170,Khraonkalan ,77
15171,Khutahan ,77
15172,Kirhi ,77
15173,Kirkiri ,77
15174,Koil ,77
15175,Koilwar ,77
15176,Kolodihri ,77
15177,Kopawan ,78
15178,Koran Sarai ,77
15179,Kori ,77
15180,Koshiar ,77
15181,Krishnagarh ,77
15182,Kukurahan ,78
15183,Kulharia ,77
15184,Kumhaila ,77
15185,Kundeshar ,77
15186,Kurmichak ,77
15187,Kurmurhi ,77
15188,Kurur ,77
15189,Kushi ,77
15190,Lachhutola ,77
15191,Lahang Dumaria ,77
15192,Lahrabad ,77
15193,Lahritiwaridih ,77
15194,Lahthan ,77
15195,Lakhandihara ,78
15196,Lasari ,77
15197,Lauhar Farna ,77
15198,Lilari ,77
15199,LKDera ,78
15200,Madanpur ,77
15201,Maharaja College ,77
15202,Mahdah ,77
15203,Mahila ,78
15204,Mahuaon ,77
15205,Mahuar ,78
15206,Mahuli ,77
15207,Mahulighat ,77
15208,Mainpura ,77
15209,Majharia ,78
15210,Majhiaon ,77
15211,Malaur ,77
15212,Mangraon Sangraon ,78
15213,Mania ,78
15214,Maniachh ,77
15215,Manikpur ,77
15216,Manikpur ,78
15217,Manjhawari ,78
15218,Manoharpur  Buxar,77
15219,Mansagar ,77
15220,Mansingh Patti Barkagaon ,78
15221,Manudehari ,77
15222,Masarh ,77
15223,Masuri ,77
15224,Mathila ,78
15225,Matukpur ,77
15226,Moapkalan ,77
15227,Mohanpur  Karja ,77
15228,Moharihan ,78
15229,Mugaon ,78
15230,Mukhraon ,78
15231,Mukundpur ,77
15232,Murar ,77
15233,MVCollege Buxar ,78
15234,Nachap ,78
15235,Nadaoan ,77
15236,Nagari ,77
15237,Nagpur ,78
15238,Nagpura ,78
15239,Nagraon ,77
15240,Nagwan ,78
15241,Nai Bazar  Buxar,78
15242,Nainijor ,78
15243,Nandan ,78
15244,Narayan Pur Baghaur ,77
15245,Narayanpur ,77
15246,Narayanpur ,77
15247,Narhi Chandi ,77
15248,Nasaratpur ,77
15249,Nathmalpur ,77
15250,Nawada Ben ,77
15251,Nawada Pataria ,77
15252,Nawanagar  Buxar,77
15253,Naya Bhojpur ,77
15254,Naya Mohamad  Pur ,77
15255,Nehalpur ,78
15256,Neknam Tola ,77
15257,Nenua ,78
15258,Niazipur ,77
15259,Nimej ,77
15260,Noaon ,77
15261,Nonar ,77
15262,Nuaon ,78
15263,Ojha Baraon ,77
15264,Osain ,77
15265,Pachma ,77
15266,Pachrukhia ,77
15267,Pachrukhia Kala ,77
15268,Pakari ,77
15269,Pandeypatti ,77
15270,Pandurarampur ,77
15271,Panwari ,77
15272,Pararia Pramanpur ,78
15273,Parasia ,78
15274,Parasia ,77
15275,Pareo ,77
15276,Pasahara ,78
15277,Pasaur ,77
15278,Pawana ,77
15279,Pawani,78
15280,Pawar ,77
15281,Perhap ,77
15282,Peur ,77
15283,Phaphadar ,77
15284,Pharpur ,77
15285,Phuhan ,77
15286,Phulari ,77
15287,Piania ,77
15288,Pirauta ,77
15289,Piru ,77
15290,Pitaru ,77
15291,Pitath,77
15292,Pokharahan ,78
15293,Posawa ,77
15294,Prasaunda ,78
15295,Prashurampur ,77
15296,Pratappur ,77
15297,Pulia ,78
15298,Purahra ,77
15299,Purana Bhojpur ,77
15300,Purana Haripur ,77
15301,Raghunathpur  Buxar,77
15302,Rahathua ,78
15303,Rajapur ,78
15304,Rajapur English ,77
15305,Rajeyan ,77
15306,Rajpur ,78
15307,Ramasarh ,77
15308,Rampur ,78
15309,Rampur ,78
15310,Ramsahar ,77
15311,Rani Singhanpura ,78
15312,Ranisagar ,77
15313,Rasen ,78
15314,Ratanpur ,77
15315,Ratnarh ,77
15316,Rauni ,78
15317,Rupsagar ,78
15318,Sahangi ,77
15319,Sahar  Bhojpur,77
15320,Sahiyar ,78
15321,Saisar Ganghari ,77
15322,Sakaddi ,77
15323,Sakariramnagar ,77
15324,Sakhuan ,77
15325,Sakla Bazar ,77
15326,Salempur ,77
15327,Salsala ,78
15328,Sandaur ,77
15329,Sandesh Bhatauli ,77
15330,Sandesh ,77
15331,Saneya Barhata ,77
15332,Sara ,77
15333,Saraiyan ,77
15334,Sarathua ,77
15335,Sarenja ,77
15336,Sarimpur ,78
15337,Sarna ,77
15338,Sedahan ,77
15339,Semaria Patti Ojha ,77
15340,Semraon ,77
15341,Sewatha ,77
15342,Shahbad DisttBoard Ara ,77
15343,Shahjauli ,77
15344,Shahpurpatti ,77
15345,Sheoganj  Bhojpur,77
15346,Sheopur  North ,78
15347,Sheopur ,77
15348,Sheopur ,77
15349,Sheopur Diar ,78
15350,Sheopurkunai ,77
15351,Siaruan ,77
15352,Sikrahta Kala ,77
15353,Sikraul ,78
15354,Sikraulfatehpur ,77
15355,Simari ,77
15356,Sinha ,77
15357,Sinhaghat ,77
15358,Sisrarh ,78
15359,Siyadih ,77
15360,Sohara Tribhuani ,77
15361,Sohni Patti ,77
15362,Sonbarsa ,78
15363,Sonbarsa ,77
15364,Sonbarsa ,78
15365,Sonbarsa ,77
15366,Sonbarsa ,78
15367,Sondhila ,77
15368,Sonpa ,78
15369,Sonpura ,77
15370,Sowan ,78
15371,Sripalpur ,77
15372,Suhia ,77
15373,Sukarwalia ,78
15374,Sunderpur Barja ,77
15375,Tar ,77
15376,Tarari ,77
15377,Tenduni ,77
15378,Thakuri ,77
15379,Tikthi ,78
15380,Tiyar ,78
15381,Tola Achraj Lal ,77
15382,Tundiganjbazar ,78
15383,Udawant Nagar ,77
15384,Umarpur Diar ,78
15385,Umedpur ,78
15386,Umraonganj ,77
15387,Unwas ,78
15388,Upadhyapandeypur ,78
15389,Waina ,78
15390,Waina Jamuni Pur ,78
15391,Waliganj ,77
15392,Abgila ,72
15393,Agni ,72
15394,Aiara ,72
15395,Aima Chouki ,72
15396,Aira ,72
15397,Akamba ,72
15398,Akbarpur ,490
15399,Alinagarpali ,72
15400,Alipur ,72
15401,Allahganj ,72
15402,Amain ,72
15403,Ambatari ,72
15404,Amwan ,72
15405,Anandpur ,74
15406,Anjanwan ,72
15407,Annua ,74
15408,APColony  Gaya,72
15409,Arkdhibariya ,72
15410,AROPUR,72
15411,Arwal ,74
15412,Asc CentreN Gaya ,72
15413,Atiawan ,72
15414,Atri ,72
15415,Ayer ,72
15416,Babhana ,72
15417,Bagadaha ,72
15418,Bahsa Pipra ,72
15419,Baidrabad ,74
15420,Baiju Bigha ,72
15421,Bairagi ,72
15422,Bairka ,72
15423,Bajitpur ,79
15424,Bambhai ,79
15425,Bandeya ,72
15426,Bandhuganj ,72
15427,Bandimaniyara ,72
15428,Bankraur ,72
15429,Banshi Bigha ,72
15430,Bara ,72
15431,Bara ,74
15432,Bara Korium ,74
15433,Bara Rahimbigha ,72
15434,Baragandhar ,72
15435,Baraila ,72
15436,Baraini ,72
15437,Bargaon ,72
15438,Barheta ,79
15439,Barnathu ,74
15440,Basarhi ,72
15441,Bathani ,72
15442,Bauri Beldari ,79
15443,Belaganj ,72
15444,Belhari ,72
15445,Belkhara ,79
15446,Berka ,72
15447,Bhadasi ,74
15448,Bhadeji ,72
15449,Bhadsara ,72
15450,Bhagawanpur ,79
15451,Bhaikh ,72
15452,Bhaismara Maksudpur ,72
15453,Bhalua ,72
15454,Bhalua ,72
15455,Bhare ,72
15456,Bharthu ,72
15457,Bharthua ,72
15458,Bhimdaspur ,72
15459,Bhoremirganj ,72
15460,Bhori ,72
15461,Bihta ,72
15462,Bijubigha ,72
15463,Bindaul ,72
15464,Birnoi ,72
15465,Birra ,72
15466,Bishunganj ,72
15467,Bishunpura ,72
15468,Bithosarif ,72
15469,Bithra ,74
15470,Bodhgaya ,72
15471,Bohiya ,72
15472,Budhgere ,72
15473,Budhoul ,72
15474,Buniyad Ganj ,72
15475,Burman ,72
15476,Chakand RS ,72
15477,Chakand ,72
15478,Chand Chourah ,72
15479,Chandouti Bhagawanpur ,72
15480,Chandouti ,72
15481,Charaili ,72
15482,Charh ,79
15483,Charokharigarh ,72
15484,Cherki ,72
15485,Chhariyari ,72
15486,Chhatiyana ,72
15487,Chhatubagh ,72
15488,Chhotki Akouna ,72
15489,Chiraili ,72
15490,CHIRAILLA,72
15491,Chiriyawan ,72
15492,Choukiya ,72
15493,Chowk ,72
15494,Churi ,72
15495,Civil Aerodram ,72
15496,Civil Lines  Gaya,72
15497,Daboor ,72
15498,Dakra ,79
15499,DARAMPUR,72
15500,Daulatpur Arhit ,72
15501,Dehuri ,72
15502,Delha ,72
15503,Dema ,72
15504,Dema Fatehpur ,72
15505,Deo Nagar Uchirwan ,72
15506,Deokali ,72
15507,Deora ,72
15508,Derhma ,72
15509,Dhana Dehri ,72
15510,Dhangawan ,72
15511,Dhansingara ,72
15512,Dharamashala ,72
15513,Dharampur ,72
15514,Dharaut ,72
15515,Dhawal Bigha ,79
15516,Dhibar ,72
15517,Dhibri ,72
15518,DHUSARI,72
15519,Dighi ,72
15520,Dighwara ,72
15521,Diha ,72
15522,Dora ,74
15523,Dumarichatti ,72
15524,Durga Asthan ,72
15525,Dushadh Bigha ,72
15526,Erki ,72
15527,Fatehpur Nepa ,72
15528,Fatehpur Sanda ,74
15529,Fatehpur  Gaya,72
15530,Gajanpur ,72
15531,Gangapur ,79
15532,Gaya DB ,72
15533,Gaya HO,72
15534,Gaya Jail ,72
15535,Gaya RS ,72
15536,Gayani Bigha ,72
15537,GEHLORE,72
15538,Gewal Bigha ,72
15539,Ghatera ,72
15540,Ghejan ,79
15541,Ghosi  Jehanabad,72
15542,Ginji ,72
15543,Golakpur Dehuni ,72
15544,Guraru Mills ,72
15545,Gurpa RS ,72
15546,Hasanpur ,74
15547,Hathiawan ,79
15548,Hathiyar ,72
15549,Hati ,72
15550,Hemara ,72
15551,Hematpur ,72
15552,Hulashganj ,79
15553,Ibrahimpur ,79
15554,Ikil ,72
15555,Ilra ,72
15556,Injore ,79
15557,Itwan ,72
15558,Jagdari ,72
15559,Jagpura ,80
15560,Jaipur ,79
15561,Jaitipur Kurwa ,72
15562,Jalalpur ,72
15563,Jalpura ,74
15564,Jamanganj ,79
15565,Jamri ,72
15566,Jamuara ,72
15567,Jamuhari ,79
15568,Jamuk ,72
15569,Jamunapur Noudiha ,72
15570,Jani Bigha ,72
15571,Jarubanwariya ,72
15572,Jehanabad HO,79
15573,Jehanabad Kutchary ,79
15574,Jehanabad RS ,79
15575,Jethian ,72
15576,Julfipur Modanganj ,72
15577,Junathi ,72
15578,Junathi ,72
15579,Kachnama ,72
15580,Kachnawan ,79
15581,Kadhariya ,72
15582,Kako ,79
15583,Kalanour ,72
15584,Kalpa ,72
15585,Kamalpur ,72
15586,Kamta ,72
15587,Kanousi ,72
15588,Kanti ,72
15589,Kapasiya ,72
15590,Karhari ,72
15591,Karimganj ,72
15592,Kariyadpur ,72
15593,Karpi ,74
15594,Kaswan ,72
15595,Kazisarai ,72
15596,Kendui ,72
15597,Ker ,72
15598,Kerki ,72
15599,Kespa ,72
15600,Kesru Dharampur ,72
15601,Ketra ,72
15602,Keur ,79
15603,Keyal ,74
15604,Khabhaini ,74
15605,Khajuri ,74
15606,Khanetu ,72
15607,Khanjahapur ,72
15608,Khantangi ,72
15609,KHARASIN,72
15610,Kharkhura ,72
15611,Khizersarai ,72
15612,Khukri ,72
15613,Kochhasa ,79
15614,Kodra ,72
15615,Koel Bhupat ,79
15616,Koiri Bigha ,72
15617,Konchi ,72
15618,Korap ,72
15619,Korauna ,72
15620,Korma ,72
15621,Kormathu ,79
15622,Kormathu ,72
15623,Korra ,74
15624,Kosdihra ,72
15625,Koshila ,72
15626,Kujapi ,72
15627,Kumbhawan ,72
15628,Kurmawan ,72
15629,Kurmawan ,72
15630,Kurre ,79
15631,Kurtha Bazar ,72
15632,Kurtha ,74
15633,Lakhaipur ,72
15634,Lari ,74
15635,Law ,72
15636,Laxman Bigha ,72
15637,Laxmipur ,72
15638,Lodhway ,72
15639,Lodipur ,72
15640,Lodipur ,72
15641,Madhopur ,72
15642,Magadh University ,72
15643,Mahamana ,72
15644,Mahimapur ,72
15645,Main ,72
15646,Majhiyawan ,72
15647,Makarpur ,79
15648,Makhdumabad ,74
15649,Makhdumpur ,72
15650,Makhdumpur Harhi ,72
15651,Makhdumpur ,72
15652,Maksudpur ,72
15653,Malathi ,72
15654,Malheya ,72
15655,Mali ,74
15656,Malpa ,72
15657,Mandil ,72
15658,Manikpur ,74
15659,Manjhiyawan ,72
15660,Manjhosh ,72
15661,Manjhouli ,72
15662,Manpur ,72
15663,Maranchi ,72
15664,Masadpur ,79
15665,Mathurapur ,72
15666,Mednipur Brahiya ,74
15667,Meera Bigha ,72
15668,Mocharim ,72
15669,Mohanpur ,72
15670,Mohiudinpur ,72
15671,Moratal ,72
15672,Mouri ,72
15673,Mow ,72
15674,Murari ,74
15675,Musaila ,72
15676,Musepur ,72
15677,Musi ,72
15678,Muther ,72
15679,Nadara ,72
15680,Nagariyawan ,72
15681,Nagla Kinger ,79
15682,Nagma Erazi ,72
15683,Naili ,72
15684,Narga ,74
15685,Narhi ,74
15686,Narma ,79
15687,NAUDIHA,72
15688,Naudiha Jhurang ,72
15689,Nauranga ,72
15690,Nauru ,72
15691,Nehalpur ,72
15692,Neori ,72
15693,Ner ,79
15694,New Godown ,72
15695,Newari ,72
15696,Nighwan ,74
15697,Nimsar ,72
15698,Niranjanpur ,72
15699,Noawan ,72
15700,Nonhi ,72
15701,Paharabali ,72
15702,Paibigha ,79
15703,Paigambarpur ,72
15704,Pakharpur ,74
15705,Panari ,72
15706,Panchanpur ,72
15707,PANDABIGHA,72
15708,Pandey Parasawan ,72
15709,Pandooi ,72
15710,Pandoul ,72
15711,Paraiya ,72
15712,Parariya ,72
15713,Parasi ,72
15714,Pariyari ,79
15715,Patharkatti ,72
15716,Patiyawan ,72
15717,Phurhuriya ,72
15718,Pinjarawan ,72
15719,Pinjora ,72
15720,Pinjore ,72
15721,Piyar ,72
15722,Pondil ,79
15723,Powa ,72
15724,Prasadi English ,74
15725,Puarainia ,79
15726,Puna Kala ,72
15727,Punar ,72
15728,Punaul ,72
15729,Pura ,72
15730,Puran ,74
15731,Purani Godown ,72
15732,Railly ,72
15733,Rajan Ithari ,72
15734,Rajepur ,79
15735,Rampur ,72
15736,Rampur Chouram ,74
15737,Rampur Waina ,74
15738,Rampurchai ,72
15739,Ranipur Nishurpur ,72
15740,Rasalpur ,72
15741,Ratni Bazar ,79
15742,Rauniya ,72
15743,Rewai ,72
15744,Rouna ,72
15745,Sadopur ,72
15746,Sagahi ,72
15747,Sagarpur ,79
15748,Sahar Telpa ,74
15749,Sahdeokhap ,72
15750,Saho Bigha ,79
15751,Saidabad ,72
15752,Saistabad ,72
15753,Sakarichowki ,74
15754,Sakri Khurd ,72
15755,Sakurabad ,72
15756,SALAIYAKALA,72
15757,Salarpur ,72
15758,SALEMPUR,72
15759,Salempur ,72
15760,Salepur Fatehpur ,72
15761,Samaspur ,72
15762,Sanda ,72
15763,Sapneri ,72
15764,Sarbahda ,72
15765,Saren ,72
15766,Saren ,72
15767,Sarta ,72
15768,Sarthua ,72
15769,Sarvahada ,72
15770,Sarwan ,74
15771,Sarwarpur ,72
15772,Satamas ,79
15773,Seikhpura ,72
15774,Shadipur ,79
15775,Sikandarpur ,72
15776,Silounja ,72
15777,Simuara ,72
15778,Sirdundichak ,72
15779,Sisamba ,72
15780,SMoulanagar ,72
15781,Sohaipur ,72
15782,Sohariya ,72
15783,Solhanda ,79
15784,Solra ,72
15785,Sonawa ,72
15786,Sonbhadra ,74
15787,Sondhi ,72
15788,SP Imamganj ,72
15789,Sripur ,72
15790,Sugaon ,72
15791,Supi ,72
15792,Surangapur ,72
15793,T Jalalpur ,72
15794,Tajpur ,79
15795,Takiya Karpi ,72
15796,Tankupa ,72
15797,Tehta ,72
15798,Tej Bigha ,72
15799,Tekari ,72
15800,Telari ,72
15801,Terra ,74
15802,Terri ,72
15803,Tetar ,72
15804,Teusa Bandhubigha ,72
15805,Tilkai ,72
15806,Tineri ,72
15807,Turi ,72
15808,Tuturakhi ,72
15809,Uber ,72
15810,Umta ,79
15811,Ur Bishunpur ,72
15812,Usari ,72
15813,Usas Deora ,72
15814,Utarsarthu ,72
15815,Utli Bara ,72
15816,Utrawan ,72
15817,Waina ,72
15818,Waina Lakhaipur ,72
15819,Walidad ,74
15820,Zindapur ,72
15821,Achua ,81
15822,Ahiyapur ,81
15823,AIIMS ,81
15824,Aikhan ,81
15825,Ajwan ,81
15826,Akauna ,81
15827,Akhtiyarpur ,81
15828,Akilpur ,81
15829,Alampur Gonpura ,82
15830,Alawalpur ,81
15831,Alipur Bihta ,81
15832,Amarpura ,81
15833,Amhara ,81
15834,Anandpur ,81
15835,ANANDPUR HOMEGUARD ,81
15836,ANDA ,81
15837,ANISABAD ,83
15838,ANKURI ,81
15839,APiplawan ,81
15840,ARAP ,81
15841,Ashiananagar ,81
15842,Ashok Nagar  Patna,81
15843,B R Centre ,83
15844,BAHPURA ,81
15845,BAHRAMPUR ,81
15846,BAIKATPUR ,81
15847,Bairia ,81
15848,BALUA ,81
15849,BANAULI KHURD ,81
15850,Bank Road  Patna,81
15851,Bankipore HO,81
15852,BANSBIGHA ,81
15853,BARA ,81
15854,BARAH ,81
15855,BARAH ,81
15856,BARAWAN ,81
15857,BARHIBIGHA ,81
15858,BARNI ,81
15859,BARUNA ,81
15860,BASUHAR ,81
15861,Bataganj ,81
15862,BAURAHI ,81
15863,BC Road ,81
15864,BEAPUR ,81
15865,BEDAULI ,81
15866,Begampur  Patna,81
15867,BELA TARARI ,81
15868,BELHAURI ,83
15869,BENI BIGHA ,81
15870,BERRA ,81
15871,BERTHU ,81
15872,BEUR ,81
15873,BHADAURA ,81
15874,BHAGWANGANJ ,81
15875,BHAKHARI ,81
15876,BHARATPURA ,81
15877,BHASMA ,81
15878,BHColony ,81
15879,BHERAGAWAN ,81
15880,JPUR ,81
15881,BIHTA ,83
15882,BIKRAM ,83
15883,BINDAUL ,81
15884,BIR ,81
15885,BISHUNPURA ,81
15886,BMACHHERIAMA ,81
15887,BPSC ,81
15888,BSEARD ,81
15889,BSIKARIA ,81
15890,BV College ,81
15891,CDA ,81
15892,CDARIYAPUR ,81
15893,CHANDHOSH ,81
15894,CHANDMARI ,81
15895,CHARMA ,81
15896,Chaughara ,81
15897,CHESI ,81
15898,CHHATA ,81
15899,CHIKSHI ,81
15900,CHIPURA KURD ,81
15901,Chiraiyatand ,81
15902,CHIRAURA ,81
15903,CHISTIPUR ,81
15904,Chitragupta Nagar ,81
15905,Chowk Shikarpur ,81
15906,D KALAPUR ,84
15907,D.CANTT. ,83
15908,DAHIA ,81
15909,DALIPCHAK ,81
15910,Danapur Bazar ,81
15911,DANARA ,81
15912,Dariyapur ,83
15913,Darul Mallick ,81
15914,DATIYANA ,81
15915,DAUDPUR ,81
15916,DAULATPUR ,81
15917,DEHRI ,81
15918,Dental College ,81
15919,DEODHA ,81
15920,DEWAN ,81
15921,DGTOLA ,81
15922,DHANARUA ,81
15923,DHANAUT ,81
15924,DHELMA ,81
15925,DHIBRA ,81
15926,DIGHA ,83
15927,Dighaghat ,81
15928,Diwan Mohalla ,81
15929,DOGHRA ,81
15930,DOMA ,81
15931,DSIMARI ,81
15932,DUMRI ,81
15933,ENISARPURA ,81
15934,FARIDPUR ,81
15935,Fatehpur ,83
15936,FATWA ,83
15937,GANGACHAK ,81
15938,GANGAHARA ,81
15939,Gardanibagh ,81
15940,GARHOCHAK ,81
15941,GARIHARA ,81
15942,GAURI PUNDO ,81
15943,GHORAHUA ,81
15944,GORAKHARI ,81
15945,Gulzarbagh ,81
15946,GYASPUR MAHAJI ,81
15947,HANSADIH ,81
15948,HAZRAT SAIN ,81
15949,Hotel Republic ,81
15950,HULASHI TOLA ,81
15951,IIT Patna Bihta ,81
15952,Indian Nation ,81
15953,JAITIA ,81
15954,Jamal Road ,81
15955,JAMSAUT ,81
15956,JAMUI ,81
15957,JANPUR ,81
15958,JARKHA ,81
15959,JAT DUMARI ,81
15960,JCRoad ,81
15961,JRTOLA ,81
15962,KAB ,81
15963,KACHIDARGALI ,81
15964,Kadamkuan ,81
15965,KALADIARA ,81
15966,KALYANPUR ,81
15967,KANCHANPUR ,81
15968,KANCHANPUR ,81
15969,KANDAP ,81
15970,KANSARI ,81
15971,KARAI ,81
15972,KARANJA ,81
15973,KARAUTA ,81
15974,KATAUNA ,81
15975,KATESHAR ,81
15976,Katra Bazar  Patna,81
15977,KAYAMPUR ,81
15978,KCHAUHATTAR ,81
15979,KEORA ,81
15980,Keshari Nagar ,83
15981,KGOPALPUR ,81
15982,Khagaul Bazar ,81
15983,KHAGAUL ,83
15984,KHAINIA ,81
15985,KHAJURI ,81
15986,KHANPURA ,81
15987,KHARAUNA ,81
15988,KHUSRUPUR ,81
15989,Kidwaipuri ,81
15990,KNATAUL ,81
15991,KOHAWAN ,81
15992,KORAWAN ,81
15993,KOSUT ,81
15994,Kothia ,81
15995,KSector ,81
15996,Kumhrar ,81
15997,KUNJWAN ,81
15998,KURKURI ,81
15999,KURTHAUL ,81
16000,L KACHUARA ,81
16001,LAHSUNA ,81
16002,LAI ,83
16003,LAKHANA ,72
16004,LAKHANPAR ,81
16005,LAKHANPURA ,81
16006,LALA BHADSARA ,81
16007,LALBENGWA ,81
16008,LBS Nagar ,81
16009,LOHIA NAGAR ,83
16010,M KACHUARA ,85
16011,Machharhatta ,81
16012,Machhuatoli ,81
16013,MADHOPUR ,81
16014,MADHOPUR ,81
16015,MAHABALIPUR ,81
16016,MAHAJPURA ,81
16017,Mahavir Asthan ,81
16018,Mahendru ,81
16019,MAHIUDDINPUR ,81
16020,MAHKAR ,81
16021,Makhdumpur Digha ,81
16022,MALLICKPUR ,81
16023,MANER ,83
16024,MANGARPAL ,81
16025,Mangla Devi ,81
16026,MANJHAULI ,81
16027,MANKIPAR ,81
16028,Maranchi ,83
16029,MARANCHI ,81
16030,Marufganj ,81
16031,MASARHI ,81
16032,MASAURHA ,81
16033,MASAURHI ,83
16034,MDIHULI ,81
16035,MEHDAWAN ,81
16036,MGOPALPUR ,81
16037,Mithapur  Patna,81
16038,MITTANCHAK ,81
16039,MKURJI ,81
16040,MOBARAKPUR ,81
16041,MOHANPUR ,81
16042,MOKAR ,81
16043,MUKHMILPUR ,81
16044,MURIKA ,81
16045,MUSEPUR ,81
16046,MYSandalpur ,81
16047,NADAUL ,83
16048,Nadghat ,81
16049,NADPURA ,81
16050,NADWAN ,81
16051,NAGWAN ,81
16052,NANAURI ,81
16053,NANDLALABAD ,81
16054,Nanmuhia ,81
16055,NASARATPUR ,81
16056,NAUBATPUR ,81
16057,Navshakti ,81
16058,NAWASI CHAK ,81
16059,NAYA PANAPUR ,81
16060,Naya Tola  Patna,81
16061,NEORA ,83
16062,NETAR ,81
16063,New Jaganpura ,81
16064,New Jakkanpur ,81
16065,NISARPURA ,81
16066,P.SHARIF ,83
16067,PABHERA ,81
16068,Pabheri more ,81
16069,Pachhim Darwaza ,81
16070,PAHARI ,81
16071,PAIMARGHAT ,81
16072,PAINAL ,81
16073,PAIPURA KALA ,81
16074,PAKRI ,81
16075,PALIGANJ ,83
16076,PANAPUR ,81
16077,PANDITGANJ ,81
16078,PARSA ,81
16079,PARSA ,81
16080,PARTHU ,81
16081,PATARIA ,81
16082,PATHAR HAT ,81
16083,PATILA ,81
16084,Patliputra ,81
16085,Patna Aerodrome ,81
16086,Patna City ,81
16087,Patna Collectoriate ,81
16088,Patna High Court ,81
16089,Patna Sectt ,81
16090,Patna University ,81
16091,PATUT ,81
16092,PITWANS ,81
16093,PMCH ,81
16094,POAWAN ,81
16095,Postal Park ,81
16096,PPAINATHI ,81
16097,Punadih ,81
16098,Punaichak ,81
16099,PUNPUN ,83
16100,Purvi laxmi nagar ,81
16101,RAJ BHAWAN ,81
16102,Rajendra Nagar  Patna,81
16103,RAJIPUR ,81
16104,Ram Jaipal Nagar ,81
16105,RAMCHAURA ,81
16106,RAMNAGAR ,81
16107,RAMPUR DIARA ,81
16108,RANIPUR ,81
16109,Rastranagar Rarha ,81
16110,RBJAITIPUR ,81
16111,RBlock ,81
16112,REWAN ,81
16113,RMS Colony ,81
16114,RUKUNPUR ,81
16115,Sabalpur ,81
16116,Sadaquat Ashram ,81
16117,SADAWAH ,81
16118,SADIKPUR ,81
16119,SADIPUR ,83
16120,SAHAYNAGAR ,83
16121,SAHORA ,81
16122,SAIDAPBAD ,81
16123,SAKRAICHA ,81
16124,SALIMPUR ,81
16125,SANDA ,81
16126,SARAI ,81
16127,SARASAT ,81
16128,SARHARI ,81
16129,SARSI ,81
16130,SEHRA ,81
16131,NAN ,81
16132,PALPUR ,81
16133,Sheikhpura  Patna,81
16134,SHERPUR ,81
16135,SHIKARPUR ,81
16136,SIDHIPUR ,81
16137,SIGORI ,81
16138,SIHI ,81
16139,SIKARIA ,81
16140,SIMHARI ,81
16141,SINGHARA ,81
16142,SIYARAMPUR ,81
16143,Sonagopalpur ,81
16144,NMAI ,81
16145,RAMPUR ,81
16146,RANGPUR ,81
16147,SRAMPUR ,81
16148,Sri Krishnapuri ,81
16149,Sri Madhoji Mills ,81
16150,SRICHANDPUR ,81
16151,SRIPALPUR ,81
16152,SUITHA ,81
16153,SULTANPUR ,81
16154,TARANAGAR ,81
16155,TELMAR ,81
16156,TISKHORA ,81
16157,USFA ,81
16158,USMANCHAK ,81
16159,Vidyut Parisad ,81
16160,VIJAYPURA ,81
16161,WAZIRPUR ,81
16162,WAZITPUR ,81
16163,West Lohianagar ,81
16164,Patna GPO,81
16165,A Kala ,86
16166,A Saraiya ,86
16167,Adhaura ,86
16168,Akhini ,86
16169,Akhlaspur ,86
16170,Akhtiarpur ,86
16171,Akorha ,86
16172,Akorhi Bazar ,86
16173,Akorhi ,86
16174,Akorhi ,80
16175,Alampur ,86
16176,Amaon Baraon ,86
16177,Amaon ,86
16178,Amaura ,86
16179,Amiyawar ,86
16180,Amjhore Camp ,86
16181,Amoura ,86
16182,Andore ,86
16183,Ararua ,86
16184,Arthu ,86
16185,Atimi ,86
16186,Awarainya ,86
16187,Awarhi ,86
16188,B Kaithi ,86
16189,B Khas ,80
16190,Babhnaul ,86
16191,Babhni ,86
16192,Bad ,86
16193,Badauha ,86
16194,Badupur ,80
16195,Bagarhi ,86
16196,Bahuara ,86
16197,Baknaura ,86
16198,Balthari ,86
16199,Banjari ,86
16200,Bank ,86
16201,Baradih ,86
16202,Baraila ,86
16203,Baraon ,86
16204,Baraon Kala ,86
16205,Bararhi ,86
16206,Bararhi ,86
16207,Baraura ,80
16208,Bare ,80
16209,Barhari ,86
16210,Barhutikala ,86
16211,Barkadih ,86
16212,Barki Akorhi ,86
16213,Barki Kharari ,86
16214,Barki Mahuli ,86
16215,Basadihan ,86
16216,Basahi ,86
16217,Basudeo Dehri ,86
16218,Baulia ,86
16219,Belondi ,80
16220,Belvaiyan ,86
16221,Belwain ,86
16222,Belwan ,86
16223,Bensagar ,86
16224,Betari ,80
16225,Bhabua ,80
16226,Bhadokhra ,86
16227,Bhadoula ,86
16228,Bhagwanpur  Kaimur Bhabua,86
16229,Bhaluahi ,86
16230,Bhalunidham ,86
16231,Bhanpur ,86
16232,Bhelari ,86
16233,Bheria ,86
16234,Bhitari Bandh ,86
16235,Bhitti ,86
16236,Bhorari ,86
